pair,partnership_runs
A Raghuvanshi & VR Iyer,9
KD Karthik & S Dhawan,9
B Kumar & Umran Malik,9
C Sakariya & Kartik Tyagi,9
AT Rayudu & RE Levi,9
Sandeep Sharma & YK Pathan,9
Gurkeerat Singh & H Klaasen,9
R Powell & TA Boult,9
AT Rayudu & TL Suman,9
KV Sharma & NV Ojha,9
B Kumar & SPD Smith,9
CH Morris & JA Morkel,9
Imran Tahir & S Nadeem,9
OA Shah & STR Binny,9
A Nortje & RV Patel,9
J Botha & STR Binny,9
GD Phillips & MA Agarwal,9
CR Woakes & Washington Sundar,9
DB Das & Shakib Al Hasan,9
KM Jadhav & MC Juneja,9
GC Viljoen & Harpreet Brar,9
J Botha & OA Shah,9
AS Rajpoot & MS Dhoni,9
P Dogra & PP Chawla,9
DB Ravi Teja & DR Smith,9
DPMD Jayawardene & T Kohli,9
B Sai Sudharsan & PJ Sangwan,9
MG Johnson & P Sahu,9
DR Martyn & P Dogra,9
AS Raut & SM Harwood,9
MA Starc & Ramandeep Singh,9
S Sreesanth & YA Abdulla,9
AB de Villiers & GHS Garton,9
HE van der Dussen & SV Samson,9
JDS Neesham & M Prasidh Krishna,9
SC Ganguly & WD Parnell,9
RR Pant & TK Curran,9
KA Jamieson & YS Chahal,9
JDP Oram & ML Hayden,9
HH Gibbs & Y Venugopal Rao,9
JDP Oram & MS Gony,9
AM Nayar & RJ Harris,9
AB Agarkar & AD Mathews,9
BCJ Cutting & DA Warner,9
DH Yagnik & R Bhatia,9
HH Gibbs & RJ Harris,9
F du Plessis & MM Sharma,9
Harbhajan Singh & R Sathish,9
M Rawat & NK Patel,9
RK Singh & TK Curran,9
AJ Finch & MP Stoinis,9
IK Pathan & P Negi,9
AM Nayar & Parvez Rasool,9
KC Cariappa & Y Prithvi Raj,9
CH Morris & Q de Kock,9
B Kumar & M Kartik,9
Iqbal Abdulla & YK Pathan,8
R Sharma & TL Suman,8
M Prasidh Krishna & YS Chahal,8
JE Root & SO Hetmyer,8
CV Varun & KL Nagarkoti,8
ND Doshi & SW Tait,8
JDP Oram & R Ashwin,8
A Mithun & CK Langeveldt,8
I Sharma & Kuldeep Yadav,8
AD Mathews & LRPL Taylor,8
AD Mascarenhas & Bipul Sharma,8
M Rawat & MR Marsh,8
Shashank Singh & Washington Sundar,8
Harpreet Brar & OF Smith,8
AD Russell & LRPL Taylor,8
AD Mascarenhas & P Kumar,8
JJ Bumrah & SL Malinga,8
A Mithun & R Dravid,8
DB Ravi Teja & RJ Harris,8
M Kartik & NL McCullum,8
JD Unadkat & M Ashwin,8
M Rawat & WD Parnell,8
M Vohra & PP Chawla,8
MK Pandey & MR Marsh,8
CL White & DW Steyn,8
R Bishnoi & V Kohli,8
B Lee & Iqbal Abdulla,8
Imran Tahir & JA Morkel,8
M Manhas & R Sharma,8
MG Johnson & Shivam Mavi,8
M Kaif & RA Jadeja,8
PP Ojha & Y Venugopal Rao,8
AD Russell & MA Starc,8
MJ Guptill & N Rana,8
KH Pandya & Mohsin Khan,8
D Padikkal & Washington Sundar,8
K Gowtham & R Parag,8
P Negi & Sunny Gupta,8
CH Morris & S Nadeem,8
SK Trivedi & SW Tait,8
AB McDonald & DL Vettori,8
Jaskaran Singh & TL Suman,8
Abhishek Sharma & DA Warner,8
CJ Ferguson & MK Pandey,8
C Green & N Wadhera,8
AS Raut & RA Jadeja,8
K Goel & PP Chawla,8
MR Marsh & MS Dhoni,8
Anirudh Singh & DR Smith,8
KMDN Kulasekara & R Ashwin,8
KP Appanna & P Kumar,8
AM Nayar & PP Chawla,8
MV Boucher & Z Khan,8
AB Dinda & R Rampaul,8
G Gambhir & Shakib Al Hasan,8
Abhishek Sharma & WP Saha,8
C Green & KV Sharma,8
AS Roy & SS Iyer,8
CH Gayle & TM Head,8
DA Miller & NLTC Perera,8
AN Ghosh & BB McCullum,8
K Rabada & R Dhawan,8
RK Singh & RV Uthappa,8
KA Pollard & M Markande,8
C Ganapathy & SK Raina,8
D Padikkal & HE van der Dussen,8
K Yadav & Mustafizur Rahman,8
AB de Villiers & R Bhatia,8
AN Ahmed & D Wiese,8
A Mishra & NM Coulter-Nile,8
JO Holder & MK Pandey,8
JR Hopes & M Morkel,8
Navdeep Saini & YS Chahal,8
HV Patel & MA Starc,8
MM Sharma & Swapnil Singh,8
CA Ingram & Y Venugopal Rao,8
GC Viljoen & Mandeep Singh,8
MK Pandey & ST Jayasuriya,8
Ravi Bishnoi & Yudhvir Singh,8
MS Dhoni & PA Patel,8
RR Rossouw & VR Aaron,8
DJ Hussey & P Kumar,8
KM Jadhav & M Muralitharan,8
KM Jadhav & M Morkel,8
DW Steyn & R Vinay Kumar,8
KK Nair & MP Stoinis,8
Bipul Sharma & Rashid Khan,8
S Dhawan & Shoaib Malik,8
KM Jadhav & S Nadeem,8
LRPL Taylor & MK Tiwary,8
GJ Maxwell & Y Venugopal Rao,8
LR Shukla & SS Shaikh,8
Ankit Soni & RA Jadeja,8
D Pretorius & RA Jadeja,8
KD Karthik & R McLaren,8
LR Shukla & Salman Butt,8
DR Smith & Harbhajan Singh,7
Abdul Samad & MA Agarwal,7
KD Karthik & RJ Peterson,7
CH Gayle & YV Takawale,7
BB McCullum & MK Tiwary,7
AT Rayudu & MEK Hussey,7
DJ Hooda & Ravi Bishnoi,7
KV Sharma & MJ McClenaghan,7
TG Southee & UT Yadav,7
Fazalhaq Farooqi & M Markande,7
PP Chawla & Shakib Al Hasan,7
M de Lange & S Gopal,7
AT Rayudu & NLTC Perera,7
Arshdeep Singh & VG Arora,7
KS Sharma & MP Stoinis,7
AT Rayudu & DR Smith,7
R Dhawan & WP Saha,7
CR Woakes & R Ashwin,7
BA Stokes & DJM Short,7
KK Nair & SO Hetmyer,7
DPMD Jayawardene & JR Hopes,7
MG Johnson & MJ McClenaghan,7
MC Juneja & S Nadeem,7
AB McDonald & V Kohli,7
MC Henriques & WP Saha,7
CR Brathwaite & SV Samson,7
J Suchith & MJ McClenaghan,7
D du Preez & P Kumar,7
MM Sharma & SE Marsh,7
B Sai Sudharsan & LH Ferguson,7
GB Hogg & SK Trivedi,7
B Lee & Yuvraj Singh,7
KH Pandya & SS Tiwary,7
PA Patel & S Badrinath,7
JA Morkel & JP Duminy,7
MP Stoinis & UT Yadav,7
MA Starc & RR Rossouw,7
TG Southee & YS Chahal,7
MG Johnson & SL Malinga,7
DR Sams & KA Pollard,7
DB Ravi Teja & KC Sangakkara,7
R McLaren & Sunny Singh,7
MM Patel & SK Warne,7
SN Khan & STR Binny,7
Naman Dhir & R Shepherd,7
Abdul Samad & Sanvir Singh,7
A Mishra & J Suchith,7
LA Pomersbach & P Awana,7
RA Jadeja & RR Powar,7
K Kartikeya & KA Pollard,7
RG Sharma & SL Malinga,7
P Kumar & PP Chawla,7
AC Blizzard & RG Sharma,7
DT Christian & HV Patel,7
PR Shah & SD Chitnis,7
Joginder Sharma & S Badrinath,7
AJ Finch & RG Sharma,7
Jaskaran Singh & RP Singh,7
DJ Bravo & DJ Thornely,7
LMP Simmons & N Rana,7
AA Jhunjhunwala & DR Martyn,7
AM Nayar & DR Smith,7
LR Shukla & MN van Wyk,7
HV Patel & JR Hazlewood,7
M Manhas & MK Pandey,7
M Manhas & MF Maharoof,7
JJ Bumrah & TA Boult,7
EJG Morgan & LR Shukla,7
V Shankar & YK Pathan,7
Azhar Mahmood & Shakib Al Hasan,7
AK Markram & SN Khan,7
Arshad Khan & T Stubbs,7
JO Holder & SO Hetmyer,7
DJ Bravo & S Anirudha,7
Mohammad Asif & VY Mahesh,7
AJ Tye & R Tewatia,7
LA Carseldine & YK Pathan,7
MK Tiwary & Shoaib Malik,7
DH Yagnik & SK Warne,7
DJ Willey & KD Karthik,7
RK Singh & TG Southee,7
KB Arun Karthik & V Kohli,7
CV Varun & RK Singh,7
M Theekshana & Simarjeet Singh,7
Mustafizur Rahman & S Gopal,7
R Sharma & SB Wagh,7
Abhishek Sharma & Rashid Khan,7
JM Sharma & RR Rossouw,7
Abishek Porel & Sumit Kumar,7
K Rabada & SS Iyer,7
RR Pant & SW Billings,7
DS Kulkarni & Harbhajan Singh,7
B Kumar & MR Marsh,7
JC Buttler & RV Uthappa,7
JC Buttler & TA Boult,7
SO Hetmyer & V Kohli,7
TS Mills & YS Chahal,7
Bipul Sharma & RJ Harris,7
NM Coulter-Nile & Z Khan,6
N Wadhera & RG Sharma,6
AB de Villiers & D Wiese,6
AD Mascarenhas & SK Warne,6
DJ Hussey & Mashrafe Mortaza,6
R Tewatia & YBK Jaiswal,6
DJ Bravo & PR Shah,6
MK Tiwary & Mohammed Shami,6
AD Mathews & MK Pandey,6
A Zampa & DL Chahar,6
A Zampa & AB Dinda,6
DJ Hussey & MK Tiwary,6
MJ McClenaghan & Rasikh Salam,6
DAJ Bracewell & M Morkel,6
A Mithun & JJ van der Wath,6
DA Miller & MS Wade,6
MM Sharma & P Negi,6
D Salunkhe & M Rawat,6
R Tewatia & WP Saha,6
MS Wade & NV Ojha,6
TA Boult & UT Yadav,6
DB Ravi Teja & DNT Zoysa,6
DNT Zoysa & RP Singh,6
A Nortje & TU Deshpande,6
NV Ojha & RR Pant,6
DJ Hooda & V Shankar,6
MK Pandey & MN Samuels,6
A Nortje & Mustafizur Rahman,6
N Saini & P Kumar,6
AA Jhunjhunwala & B Chipli,6
DA Miller & LA Pomersbach,6
R Powell & RV Patel,6
JP Duminy & NM Coulter-Nile,6
I Sharma & Sandeep Sharma,6
CH Morris & V Shankar,6
AP Majumdar & SC Ganguly,6
KS Bharat & Shahbaz Ahmed,6
JJ Bumrah & Mustafizur Rahman,6
B Akhil & R Vinay Kumar,6
Harpreet Brar & Mohammed Shami,6
PP Shaw & SPD Smith,6
BCJ Cutting & JJ Bumrah,6
P Negi & UT Yadav,6
Kumar Kushagra & SD Hope,6
CH Morris & V Kohli,6
L Balaji & SB Jakati,6
AM Nayar & R Sharma,6
PP Chawla & RJ Harris,6
RT Ponting & WP Saha,6
LH Ferguson & RA Tripathi,6
CJ Ferguson & Harpreet Singh,6
CJ Jordan & DJ Bravo,6
LR Shukla & Shakib Al Hasan,6
AL Menaria & SW Tait,6
E Lewis & MK Pandey,6
AK Markram & M Shahrukh Khan,6
P Kumar & W Jaffer,6
B Kumar & RV Uthappa,6
M Ashwin & Mohammed Shami,6
BB Samantray & JP Duminy,6
AJ Turner & SPD Smith,6
AP Tare & Harbhajan Singh,6
AR Patel & F Behardien,6
IK Pathan & T Kohli,6
PA Patel & YS Chahal,6
BR Dunk & RG Sharma,6
Basil Thampi & YK Pathan,6
K Gowtham & KH Pandya,6
HH Pandya & R Vinay Kumar,6
K Gowtham & Ravi Bishnoi,6
K Rabada & PJ Cummins,6
Ravi Bishnoi & SS Cottrell,6
Bipul Sharma & SJ Srivastava,6
Anureet Singh & I Sharma,6
Anureet Singh & JD Unadkat,6
HV Patel & SM Curran,6
A Dananjaya & M Markande,6
AUK Pathan & TM Dilshan,6
KM Jadhav & SS Iyer,6
JP Duminy & KH Pandya,6
Arshad Khan & Naveen-ul-Haq,6
BJ Hodge & KK Nair,6
GJ Maxwell & Mandeep Singh,6
JM Bairstow & YK Pathan,6
PA Patel & S Dube,6
RP Singh & SL Malinga,6
GJ Maxwell & JDS Neesham,6
AS Rajpoot & UT Yadav,6
AS Joseph & R Tewatia,6
GD Phillips & HC Brook,6
KM Jadhav & R Vinay Kumar,6
AJ Turner & N Pooran,6
S Anirudha & SP Fleming,6
PP Ojha & WPUJC Vaas,6
M Morkel & MC Juneja,6
M Shahrukh Khan & RA Bawa,6
MA Starc & VR Iyer,6
CL White & RV Uthappa,6
DS Kulkarni & S Kaushik,6
BB McCullum & ER Dwivedi,6
B Sumanth & WPUJC Vaas,6
J Yadav & RD Chahar,6
AJ Finch & MK Tiwary,6
J Suchith & LMP Simmons,6
B Lee & MV Boucher,6
RE van der Merwe & Y Venugopal Rao,6
Imran Tahir & MJ Santner,6
KH Pandya & Yudhvir Singh,5
C de Grandhomme & S Dube,5
AB Dinda & RE van der Merwe,5
S Badrinath & WP Saha,5
AF Milne & S Aravind,5
AG Murtaza & B Kumar,5
Ashutosh Sharma & JM Sharma,5
Harbhajan Singh & RJ Peterson,5
AD Mathews & RV Gomez,5
AF Milne & JJ Bumrah,5
GJ Maxwell & LE Plunkett,5
SP Narine & Shakib Al Hasan,5
AG Murtaza & M Manhas,5
RS Bopara & SE Marsh,5
A Mishra & VY Mahesh,5
PJ Sangwan & SP Narine,5
KM Jadhav & NM Coulter-Nile,5
GD McGrath & Mohammad Asif,5
Mohammed Shami & RP Meredith,5
MK Pandey & Q de Kock,5
M Vijay & S Anirudha,5
JL Pattinson & RD Chahar,5
R Ashwin & S Dhawan,5
RP Singh & SB Bangar,5
GJ Bailey & IK Pathan,5
Harmeet Singh & LA Pomersbach,5
Harmeet Singh & JP Faulkner,5
Arshad Khan (2) & KH Pandya,5
S Sriram & Y Venugopal Rao,5
KD Karthik & SE Rutherford,5
MR Marsh & RV Uthappa,5
AB Agarkar & KM Jadhav,5
KB Arun Karthik & MC Henriques,5
A Mishra & JA Morkel,5
R Dhawan & Sandeep Sharma,5
JP Duminy & R McLaren,5
R Parag & R Powell,5
Ravi Bishnoi & Swapnil Singh,5
A Nehra & RR Raje,5
MS Dhoni & Washington Sundar,5
MS Gony & R Sathish,5
A Ashish Reddy & J Theron,5
AD Russell & Aman Hakim Khan,5
Bipul Sharma & DJ Hussey,5
AA Jhunjhunwala & GC Smith,5
RD Chahar & VG Arora,5
AA Jhunjhunwala & AD Mascarenhas,5
AB Agarkar & Iqbal Abdulla,5
Mandeep Singh & S Aravind,5
R Dhawan & RD Chahar,5
Mandeep Singh & S Badree,5
AS Yadav & WPUJC Vaas,5
A Badoni & Ravi Bishnoi,5
S Vidyut & SK Raina,5
DR Sams & Shahbaz Ahmed,5
C Sakariya & K Yadav,5
BJ Hodge & S Sreesanth,5
S Kaul & Sandeep Sharma,5
DJ Bravo & SN Thakur,5
UT Yadav & Washington Sundar,5
Iqbal Abdulla & Sachin Baby,5
A Zampa & Sandeep Sharma,5
B Sumanth & MR Marsh,5
KC Sangakkara & PP Chawla,5
H Klaasen & S Dube,5
NV Ojha & Rashid Khan,5
BCJ Cutting & Q de Kock,5
MN Samuels & PJ Cummins,5
NK Patel & T Henderson,5
IK Pathan & JP Faulkner,5
M Morkel & NV Ojha,5
DJ Willey & Mohammed Siraj,5
JA Morkel & MA Agarwal,5
A Chandila & SK Trivedi,5
Imran Tahir & MK Tiwary,5
BB Sran & NV Ojha,5
AL Menaria & SK Warne,5
CJ Jordan & Mukesh Choudhary,5
AL Menaria & PR Shah,5
DJG Sammy & S Anirudha,5
CJ Jordan & N Wadhera,5
AJ Finch & YK Pathan,5
IK Pathan & LRPL Taylor,5
BB Sran & KV Sharma,5
A Badoni & AJ Turner,5
B Kumar & Parvez Rasool,5
MK Lomror & Swapnil Singh,5
Dhruv Jurel & JO Holder,5
AJ Tye & KK Nair,5
R Bhatia & TM Dilshan,5
B Kumar & S Gopal,5
R Bhatia & TG Southee,5
M Ashwin & N Pooran,5
M Ashwin & P Simran Singh,5
DW Steyn & Navdeep Saini,5
DL Vettori & R Ninan,5
M Kaif & NK Patel,5
M Kartik & R Vinay Kumar,5
DW Steyn & GH Vihari,5
JD Unadkat & MK Lomror,5
DM Bravo & MK Pandey,5
CH Morris & PV Tambe,5
Kuldeep Yadav & Shivam Mavi,5
L Balaji & MG Johnson,5
I Sharma & WP Saha,5
KV Sharma & Parvez Rasool,5
AP Dole & M Morkel,5
Noor Ahmad & SH Johnson,5
Kuldeep Yadav & P Dubey,5
PP Shaw & SN Khan,5
KR Mayers & MP Stoinis,5
L Balaji & S Badrinath,5
B Chipli & S Sohal,5
AB de Villiers & LA Pomersbach,5
DS Lehmann & M Kaif,5
EJG Morgan & WP Saha,5
AJ Finch & KK Nair,5
Mohammed Shami & SS Iyer,5
DS Kulkarni & MA Khote,5
IK Pathan & S Nadeem,4
Iqbal Abdulla & WP Saha,4
RR Rossouw & RV Patel,4
JDS Neesham & SN Khan,4
Mandeep Singh & PP Chawla,4
A Nortje & I Sharma,4
Arshdeep Singh & Mohammed Shami,4
SPD Smith & TK Curran,4
N Rana & TG Southee,4
A Raghuvanshi & RK Singh,4
PJ Cummins & RA Tripathi,4
BAW Mendis & I Sharma,4
JP Faulkner & R Dravid,4
PP Chawla & Sunny Singh,4
Ankit Sharma & R Bhatia,4
Ankit Sharma & KK Nair,4
BA Stokes & JD Unadkat,4
Ankit Sharma & JP Duminy,4
B Kumar & V Shankar,4
JJ Roy & SP Narine,4
A Ashish Reddy & AA Jhunjhunwala,4
PP Chawla & Y Prithvi Raj,4
A Kumble & P Kumar,4
Arshdeep Singh & M Shahrukh Khan,4
R Sai Kishore & R Tewatia,4
I Udana & Washington Sundar,4
JA Morkel & KMDN Kulasekara,4
Harbhajan Singh & LMP Simmons,4
PP Chawla & RN ten Doeschate,4
Misbah-ul-Haq & P Kumar,4
B Kumar & IK Pathan,4
SPD Smith & SS Iyer,4
B Akhil & MV Boucher,4
Rashid Khan & Shakib Al Hasan,4
BB Sran & R Ashwin,4
Iqbal Abdulla & SP Narine,4
JA Morkel & KB Arun Karthik,4
BB Sran & MM Sharma,4
Harbhajan Singh & S Gopal,4
I Sharma & Shoaib Akhtar,4
HV Patel & RD Chahar,4
MV Boucher & YK Pathan,4
A Kumble & RV Uthappa,4
RV Uthappa & SS Tiwary,4
A Ashish Reddy & DW Steyn,4
AD Nath & P Negi,4
AS Roy & Rahmanullah Gurbaz,4
BA Stokes & MK Lomror,4
MA Starc & Yuvraj Singh,4
RJ Harris & Y Venugopal Rao,4
CJ Anderson & MN Samuels,4
MK Tiwary & TM Dilshan,4
M Shahrukh Khan & N Pooran,4
DS Kulkarni & JL Pattinson,4
MM Ali & Mandeep Singh,4
AG Paunikar & FY Fazal,4
CV Varun & M Prasidh Krishna,4
MG Johnson & Shivam Sharma,4
DR Sams & Ramandeep Singh,4
MA Agarwal & Washington Sundar,4
Kamran Khan & M Rawat,4
KV Sharma & PWH de Silva,4
Ankit Sharma & DJ Hooda,4
MM Patel & PP Ojha,4
KV Sharma & MS Dhoni,4
AM Rahane & R Parag,4
AN Ahmed & Yuvraj Singh,4
DPMD Jayawardene & J Theron,4
AR Patel & AT Carey,4
KMA Paul & TA Boult,4
AC Blizzard & AT Rayudu,4
LH Ferguson & N Rana,4
RJ Harris & SD Chitnis,4
CL White & DB Ravi Teja,4
M Morkel & PP Chawla,4
DT Christian & GJ Maxwell,4
MK Lomror & S Gopal,4
MK Lomror & SS Prabhudessai,4
AD Mascarenhas & YK Pathan,4
DT Christian & MS Dhoni,4
S Nadeem & Z Khan,4
MJ Santner & Simarjeet Singh,4
M Kaif & R Vinay Kumar,4
AJ Tye & BB Sran,4
LH Ferguson & RD Chahar,4
DW Steyn & R Dravid,4
M Ashwin & Mandeep Singh,4
DS Kulkarni & RA Jadeja,4
S Rana & WD Parnell,4
LS Livingstone & R Tewatia,4
Shubman Gill & TK Curran,4
MK Tiwary & R Ashwin,4
CJ Jordan & GJ Maxwell,4
AC Gilchrist & N Saini,4
R Rampaul & SS Tiwary,4
S Nadeem & Sandeep Sharma,4
A Nehra & PJ Sangwan,4
C Sakariya & JD Unadkat,4
SR Tendulkar & Z Khan,4
S Aravind & Z Khan,4
S Aravind & TS Mills,4
AB Agarkar & Shoaib Akhtar,4
CV Varun & Harbhajan Singh,4
H Klaasen & STR Binny,4
KB Arun Karthik & T Thushara,4
Abhishek Sharma & DJ Hooda,4
AB Agarkar & BAW Mendis,4
Q de Kock & S Dhawan,4
KA Jamieson & Navdeep Saini,4
K Rabada & VG Arora,4
K Rabada & SO Hetmyer,4
Bipul Sharma & PP Chawla,4
K Gowtham & STR Binny,4
DJ Hooda & MA Agarwal,4
MS Wade & Y Venugopal Rao,4
K Goel & S Sreesanth,4
PD Collingwood & V Sehwag,4
BW Hilfenhaus & M Manhas,4
P Awana & PP Chawla,4
Gurkeerat Singh & Mohammed Siraj,4
AD Mathews & M Kartik,4
GJ Maxwell & MP Stoinis,4
DPMD Jayawardene & K Goel,4
PA Patel & Q de Kock,4
GJ Maxwell & Harbhajan Singh,4
C de Grandhomme & TG Southee,4
DA Miller & F Behardien,4
A Nehra & DS Kulkarni,4
AB Dinda & R Sharma,4
MD Mishra & MJ Clarke,4
AT Rayudu & PP Ojha,4
R Ashwin & SB Jakati,4
AS Joseph & RD Chahar,4
A Mishra & KL Rahul,4
MR Marsh & R Powell,4
Shakib Al Hasan & V Shankar,4
AS Roy & VG Arora,4
C de Grandhomme & Mohammed Siraj,4
C de Grandhomme & MM Ali,4
AB Dinda & I Sharma,4
C Sakariya & Kuldeep Yadav,4
A Mishra & PJ Sangwan,4
PP Ojha & RP Singh,3
PP Ojha & S Gopal,3
P Kumar & RV Uthappa,3
Pankaj Singh & R Vinay Kumar,3
P Kumar & SJ Srivastava,3
P Sahu & SE Marsh,3
A Mishra & GH Vihari,3
A Nehra & RG More,3
A Nehra & S Dhawan,3
A Mishra & B Kumar,3
A Nehra & F du Plessis,3
A Nehra & S Nadeem,3
R McLaren & SE Marsh,3
P Parameswaran & RR Powar,3
A Nehra & AB Dinda,3
R Sharma & SPD Smith,3
PP Shaw & SO Hetmyer,3
R McLaren & R Sathish,3
A Nehra & B Kumar,3
Navdeep Saini & PA Patel,3
R Dravid & W Jaffer,3
Navdeep Saini & R Parag,3
A Kumble & KP Appanna,3
DB Das & SMSM Senanayake,3
L Balaji & MK Tiwary,3
CM Gautam & DPMD Jayawardene,3
LA Carseldine & SK Warne,3
LA Pomersbach & P Kumar,3
AM Nayar & PR Shah,3
IK Pathan & J Botha,3
CH Gayle & SM Curran,3
LS Livingstone & SPD Smith,3
AK Markram & GD Phillips,3
CH Morris & DJ Hooda,3
JO Holder & SP Narine,3
IK Pathan & R Ashwin,3
CJ Ferguson & MR Marsh,3
BA Stokes & F du Plessis,3
Sachin Baby & V Kohli,3
AJ Finch & AS Raut,3
SB Styris & VVS Laxman,3
J Arunkumar & V Kohli,3
SN Khan & SR Watson,3
CL White & Misbah-ul-Haq,3
AD Russell & DA Warner,3
AD Mathews & WD Parnell,3
MG Bracewell & Shahbaz Ahmed,3
JJ Bumrah & TH David,3
B Akhil & LRPL Taylor,3
L Balaji & T Thushara,3
CA Pujara & OA Shah,3
CA Ingram & PP Shaw,3
Gurkeerat Singh & S Dube,3
Rashid Khan & Sandeep Sharma,3
KD Karthik & TL Seifert,3
KH Pandya & MJ McClenaghan,3
KA Jamieson & Sachin Baby,3
Harpreet Brar & S Dhawan,3
BR Sharath & V Shankar,3
Bipul Sharma & SE Marsh,3
RR Powar & RV Gomez,3
KH Pandya & SL Malinga,3
Harpreet Singh & WD Parnell,3
AS Rajpoot & MM Sharma,3
AM Nayar & STR Binny,3
C Sakariya & CH Morris,3
Ankit Sharma & I Sharma,3
S Badrinath & S Randiv,3
AR Patel & Yuvraj Singh,3
C de Grandhomme & CA Lynn,3
JR Hazlewood & Shahbaz Ahmed,3
AR Patel & AS Rajpoot,3
SS Prabhudessai & WD Parnell,3
SPD Smith & WD Parnell,3
AM Rahane & JC Archer,3
MG Johnson & Sandeep Sharma,3
DT Christian & KA Jamieson,3
BJ Hodge & KM Jadhav,3
JD Unadkat & M Kartik,3
Mohammed Shami & RR Pant,3
DH Yagnik & JP Faulkner,3
MP Stoinis & Washington Sundar,3
DJ Muthuswami & Imran Tahir,3
AB Dinda & BAW Mendis,3
AB Dinda & B Kumar,3
S Kaul & YK Pathan,3
D Padikkal & RM Patidar,3
D Padikkal & S Dube,3
JA Morkel & MA Starc,3
B Lee & LR Shukla,3
DJ Hussey & PC Valthaty,3
JD Unadkat & Ravi Bishnoi,3
JD Unadkat & R Vinay Kumar,3
AA Noffke & CL White,3
DJ Hooda & Mohsin Khan,3
Mandeep Singh & Mohammed Shami,3
JD Unadkat & MA Wood,3
DA Miller & S Gopal,3
DJ Hooda & K Gowtham,3
Mohammad Ashraful & SR Tendulkar,3
J Yadav & P Negi,3
RA Jadeja & Sameer Rizvi,3
DL Vettori & S Aravind,3
B Kumar & BAW Mendis,3
DR Martyn & MJ Lumb,3
B Akhil & Pankaj Singh,3
JC Archer & T Stubbs,3
MJ Santner & N Jagadeesan,3
AD Mathews & CH Gayle,3
MK Pandey & RV Patel,3
SO Hetmyer & SPD Smith,3
CRD Fernando & SL Malinga,3
DH Yagnik & J Botha,3
JE Taylor & NL McCullum,3
MK Tiwary & WD Parnell,3
B Kumar & R Shepherd,3
B Lee & KC Sangakkara,3
DP Nannes & UT Yadav,3
Mohammed Shami & SP Narine,3
MM Ali & N Jagadeesan,3
DP Nannes & S Ladda,3
MM Sharma & Sandeep Sharma,3
Mohammad Hafeez & RT Ponting,3
Harpreet Singh & MK Pandey,2
JA Richardson & T Stubbs,2
PR Shah & Z Khan,2
Harpreet Singh & K Rabada,2
BJ Hodge & DB Das,2
J Syed Mohammad & R Rampaul,2
Harshit Rana & Shivam Mavi,2
A Kumble & LRPL Taylor,2
BCJ Cutting & JP Duminy,2
I Sharma & MM Sharma,2
I Udana & S Dube,2
JA Morkel & M Muralitharan,2
BB Sran & RD Chahar,2
BB McCullum & YK Pathan,2
BB McCullum & MEK Hussey,2
Iqbal Abdulla & L Balaji,2
J Theron & STR Binny,2
J Syed Mohammad & V Kohli,2
Harbhajan Singh & P Kumar,2
B Sai Sudharsan & KS Williamson,2
B Sai Sudharsan & BR Sharath,2
I Sharma & KV Sharma,2
UT Yadav & Y Nagar,2
Harbhajan Singh & MJ Santner,2
DW Steyn & YS Chahal,2
DS Kulkarni & SB Jakati,2
A Chandila & DH Yagnik,2
DS Kulkarni & KW Richardson,2
SB Jakati & T Thushara,2
CR Brathwaite & Q de Kock,2
R Dhawan & Sikandar Raza,2
R Dhawan & V Sehwag,2
CR Woakes & YK Pathan,2
CRD Fernando & VS Yeligati,2
DP Vijaykumar & PM Sarvesh Kumar,2
DL Vettori & M Kaif,2
S Narwal & SW Tait,2
D Wiese & HV Patel,2
DA Miller & GD Phillips,2
DA Miller & MG Johnson,2
DA Miller & NS Naik,2
DJ Hooda & JO Holder,2
DA Miller & SN Thakur,2
DB Das & JH Kallis,2
R Parag & T Kohler-Cadmore,2
DB Ravi Teja & MS Gony,2
DB Das & WP Saha,2
DB Das & Umar Gul,2
DW Steyn & Y Venugopal Rao,2
CJ Jordan & TH David,2
A Kumble & DW Steyn,2
CJ Jordan & Ravi Bishnoi,2
BMAJ Mendis & DA Warner,2
BMAJ Mendis & MC Juneja,2
S Aravind & SR Watson,2
A Kumble & B Akhil,2
C Green & Mohammed Siraj,2
S Aravind & V Kohli,2
A Kamboj & PP Chawla,2
S Badree & TS Mills,2
A Dananjaya & HH Pandya,2
C Sakariya & DA Miller,2
C de Grandhomme & Gurkeerat Singh,2
C de Grandhomme & Washington Sundar,2
GJ Bailey & R Bhatia,2
GHS Garton & HV Patel,2
JC Archer & RA Tripathi,2
GD Phillips & H Klaasen,2
GC Smith & NK Patel,2
GB Hogg & OA Shah,2
G Gambhir & R Bhatia,2
G Coetzee & HH Pandya,2
F du Plessis & MG Bracewell,2
F Behardien & Gurkeerat Singh,2
EJG Morgan & LH Ferguson,2
JC Archer & PP Chawla,2
PJ Sangwan & SA Yadav,2
B Laughlin & DS Kulkarni,2
M Morkel & SP Narine,2
OA Shah & WP Saha,2
MG Johnson & PP Chawla,2
RD Chahar & TA Boult,2
MD Mishra & WD Parnell,2
MC Juneja & V Sehwag,2
AD Russell & M Prasidh Krishna,2
AF Milne & STR Binny,2
AJ Finch & DR Smith,2
M Shahrukh Khan & RD Chahar,2
M Rawat & Pankaj Singh,2
M Ntini & SK Raina,2
M Kartik & SE Bond,2
